"glytoucan_ac","sequence_glycam_iupac"
"G48802KI","DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2DManpa1-3[DGlcpNAcb1-4][DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G48822BJ","DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-3[DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-4]DManpa1-3[DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G48838EV","DNeup5Aca2-6DGalpb1-3DGlcpNAcb1-3DGalpb1-4DGlcpb1-"
"G48854JY","DNeup5Aca2-3DGalpb1-3[DGlcpNAc[6S]b1-6]DGalpNAca1-"
"G48884SG","DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-3DGalpNAcb1-"
"G48898TH","DGalpa1-2DGalpb1-"
"G48913GK","DGlcpb1-2[DGlcpa1-4]DGlcpb1-"
"G48927MI","DManpb1-3/6DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G48945UO","DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2[DGlcpNAcb1-4]DManpa1-3[DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G48947IB","DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-3[DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-6]DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpb1-"
"G48954CA","DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-2DManpa1-3[DManpa1-6]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G48963AT","DGlcpa1-4DGlcpb1-2DGlcpb1-"
"G48977MO","DGlcpb1-4DGalpa1-4DGlcpb1-"
"G48980RC","DGalpa1-2DManpa1-2DManpa1-6[DManpa1-2DManpa1-3]DManpa1-6[DManpa1-2DManpa1-2DManpa1-3]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G49022RM","DGalpa1-3DGalpb1-4DGlcpNAcb1-4[DGalpNAcb1-4DGlcpNAcb1-2]DManpa1-3[DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G49108TO","DGlcpNAcb1-"
"G49118ZT","DGalpNAcb1-4DGalp[3S]b1-4DGlcpb1-"
"G49124LP","DNeup5Aca2-3/6DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpb1-"
"G49130JL","LFucpa1-2DGalpb1-4DGlcpNAcb1-6[DGlcpNAcb1-2]DManpa1-6[DGalpb1-4DGlcpNAcb1-4[DGlcpNAcb1-2]DManpa1-3]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G49169UJ","DManpa1-3[DGlcpa1-4]DGalpa1-"
"G49232RW","DGalfb1-2[DManpa1-3][DManpa1-6]DManpa1-6[DManpa1-3]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G49251QY","LFucpa1-2DGalpa1-3DGalpb1-"
"G49277CJ","DGalpNAca1-3[LFucpa1-2]DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-3DGalpNAca1-"
"G49299WO","DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-3[DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-6]DGalpb1-3DGalpb1-4DGlcpb1-"
"G49305IN","DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-2[DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-6]DManpa1-6[DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-4[DGalp[3S]b1-4DGlcpNAcb1-2]DManpa1-3]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G49307MQ","DNeup5Aca2-6DGalpb1-3DGalpb1-4DGlcpNAcb1-2DManpa1-6[DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2DManpa1-3]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G49312MM","DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-2DManpb1-3[DManpa1-3DManpa1-6]DManpa1-4DGlcpNAcb1-4[DFucpb1-6]DGlcpNAcb1-"
"G49322HB","DNeup5Aca2-3DGalpb1-3DGlcpNAcb1-6DGalpNAca1-"
"G49357ZK","DGalpa1-3DGalpb1-4[LFucpa1-3]DGlcpNAcb1-2DManpa1-3[DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G49370KH","DGalpb1-3DGlcpa1-1DGlcpa1-"
"G49383JW","DManpa1-3DManpa1-2DManpa1-2[DManpa1-2DManpa1-6]DManpa1-3[DManpa1-3DManpa1-2DManpa1-6[DManpa1-3]DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G49386TY","DNeup5Aca2-3DGalpb1-6[DGalpb1-4]DGlcpNAca1-"
"G49401WK","LFucpa1-2DGalpb1-4DGlcpNAcb1-4[DGlcpNAcb1-2]DManpa1-3[LFucpa1-2DGalpb1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G49423BG","DGalpa1-3DGalpb1-4[LFucpa1-3]DGlcpb1-"
"G49437KN","DGlcpNAcb1-2DGalpb1-3DGalpNAcb1-"
"G49446SO","DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-6[DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-2]DManpa1-6[DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-2[DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-4]DManpa1-3]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G49449BQ","DGlcpb1-3[DGlcpb1-6]DGlcpb1-6DGlcpb1-6[DGlcpb1-3]DGlcpb1-"
"G49464HB","DManpb1-4[DManpb1-6]DManpa1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G49515VE","DGalpb1-4DGlcpNAcb1-2[DGalpb1-4DGlcpNAcb1-4]DManpa1-3[DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G49520ZT","LFucpa1-3DGlcpNAcb1-6[DGalpb1-3]DGalpb1-3[LFucpa1-3DGlcpNAcb1-6]DGalpNAca1-"
"G49551VU","DNeup5Aca2-3DGalpb1-3/4[LFucpa1-3/4]DGlcpNAcb1-3DGalpb1-"
"G49604DB","DNeup5Aca2-3/6DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-2[DNeup5Aca2-3/6DGalpb1-4DGlcpNAcb1-6]DManpa1-6[DNeup5Aca2-3/6DGalpb1-4DGlcpNAcb1-2[DNeup5Aca2-3/6DGalpb1-4DGlcpNAcb1-4]DManpa1-3]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G49642CM","DGalpa1-3[LFucpa1-2]DGalpa1-4DGlcpNAcb1-3[DNeup5Aca2-6]DGalpNAca1-"
"G49647LX","DGalpNAc[4S]b1-4DGlcpNAcb1-2DManpa1-3/6[DGlcpNAcb1-2DManpa1-3/6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G49697YI","DGalpb1-4DGlcpNAcb1-2DManpa1-6[DGlcpNAcb1-4]DManpb1-4DGlcpNAcb1-"
"G49736TE","DGalpb1-6DGlcpa1-"
"G49743VF","DGalpNAc[4S]b1-4DGlcpNAcb1-2DManpa1-3[DGalpNAc[4S]b1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G49747RS","DManpa1-6DGalpa1-"
"G49762ZZ","DGlcpa1-3[DGlcpb1-4]DGlcpa1-"
"G49763BM","DNeup5Aca2-3/6DGalpb1-3DGalpNAca1-"
"G49767OI","DNeup5Aca2-3DGalpb1-4[DGalpb1-6]DGlcpNAca1-"
"G49817RV","DGalpa1-4[LFucpa1-2]DGalpb1-3[LFucpa1-2]DGalpb1-"
"G49827WK","DGlcpNAcb1-2[DGlcpNAcb1-4]DManpa1-3[DGalpb1-4DGlcpNAcb1-2DManpa1-6][DGlcpNAcb1-4]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G49840MH","DGalpb1-4DManpa1-3[DGalpb1-4DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G49854OS","DGalpb1-4[LFucpa1-3]DGlcpNAcb1-6[DNeup5Aca2-3DGalpb1-3]DGalpNAca1-"
"G49915LA","DGalpb1-4DGlcpNAcb1-2[DGalpb1-4DGlcpNAcb1-4][DGalpb1-4DGlcpNAcb1-6]DManpa1-3[DGalpb1-4DGlcpNAcb1-2[DGalpb1-4DGlcpNAcb1-6]DManpa1-6]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G49916XD","DGlcpNAcb1-2[DGlcpNAcb1-4]DManpa1-"
"G49933AX","DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2DManpa1-3[DManpa1-3DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G49961MS","DManpa1-3DManpa1-2DManpa1-2[DManpa1-2DManpa1-6]DManpa1-3[DManpa1-2DManpa1-3[DManpa1-2DManpa1-6]DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G49992BE","DGalpb1-4DGlcpNAcb1-6[DGlcpNAcb1-3]DGlcpNAcb1-"
"G50023BR","DGalpb1-4DGlcpNAcb1-4DGalpb1-4DGlcpNAcb1-6[DGalpb1-4DGlcpNAcb1-2]DManpa1-6[DGalpb1-4DGlcpNAcb1-2[DGalpb1-4DGlcpNAcb1-4]DManpa1-3]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G50036ZG","DGalfb1-2DGalfb1-2DGalfb1-"
"G50068TE","DGalpb1-3DGlcpNAcb1-6DGalpNAca1-"
"G50078RT","DGalpb1-4DGlcpNAcb1-2[DGalpb1-4DGlcpNAcb1-6]DManpa1-6[DGalpb1-4DGlcpNAcb1-2DManpa1-3][DGlcpNAcb1-4]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G50116PC","DNeup5Aca2-8DNeup5Aca2-3DGalpb1-3DGalpNAcb1-3DGalpa1-4DGalpb1-4DGlcpb1-"
"G50123ZO","DNeup5Aca2-3DGalpNAcb1-3DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpb1-"
"G50135PA","DNeup5Aca2-3[DGalpNAcb1-4]DGalpb1-4DGlcpNAcb1-2DManpa1-3[DNeup5Aca2-3[DGalpNAcb1-4]DGalpb1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G50146MH","DGlcpb1-2DGlcpa1-2DGlcpa1-"
"G50159UX","DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-2[DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-6]DManpa1-6[DManpa1-3]DManpb1-4DGlcpNAcb1-4[DFucpa1-6]DGlcpNAcb1-"
"G50166FA","DGalpNAca1-3DGalpb1-3DGlcpNAcb1-3DGalpb1-4DGlcpb1-"
"G50184YP","DGlcpa1-2DGlcpa1-3DGlcpa1-3DManpa1-2DManpa1-2DManpa1-3[DManpa1-3[DManpa1-6]DManpa1-6]DManpb1-4DGlcpNAca1-4DGlcpNAcb1-"
"G50190XI","DGalpa1-4DGlcpa1-"
"G50195ND","DGlcpb1-3[DGlcpb1-6]DGlcpb1-"
"G50200KE","DGlcpb1-4DGalpb1-3DGlcpb1-"
"G50222RE","DGlcpNAcb1-2[DGlcpNAcb1-4]DManpa1-3[DGlcpNAcb1-6DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G50278HE","DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2DManpa1-3[DNeup5Aca2-6DGalpb1-4DGalpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G50321QR","DNeup5Aca2-3DGalpb1-3[LFucpa1-4]DGlcpNAcb1-3DGalpb1-4DGlcpb1-"
"G50346FN","DManpa1-3/6DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G50348ER","DGlcpa1-2DGalpb1-"
"G50361AJ","DGalpb1-4DGlcpNAcb1-2[DGalpb1-4DGlcpNAcb1-4]DManpa1-3DManpb1-"
"G50364FV","DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2[DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-4]DManpa1-3[DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-2[DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-6]DManpa1-6]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G50375DL","DNeup5Aca2-3DGalpb1-4DXylpb1-"
"G50392ZV","DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2[DGlcpNAcb1-6]DManpa1-6[DGlcpNAcb1-2[DGlcpNAcb1-4]DManpa1-3]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G50427EN","DNeup5Aca2-3DGalpb1-3[DNeup5Aca2-6]DGlcpNAcb1-2DManpa1-3[DNeup5Aca2-3DGalpb1-3DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G50487YA","DGlcpb1-4DGlcpb1-3DGlcpb1-"
"G50489VC","DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-2[DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-4]DManpa1-3[DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-2[DGalpb1-4DGlcpNAcb1-6]DManpa1-6]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G50504AR","DGalp[2S]a1-4DGlcpb1-"
"G50517DR","DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-3[DGalpb1-4DGlcpNAcb1-6]DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpb1-"
"G50531HE","DNeup5Aca2-8DNeup5Ac[9A]a2-3DGalpb1-3DGalpNAcb1-4[DNeup5Aca2-8DNeup5Aca2-3]DGalpb1-4DGlcpb1-"
"G50538IF","DGalpNAcb1-3DGalpNAcb1-"
"G50554LM","DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-6[DGalpb1-4DGlcpNAcb1-2]DManpa1-6[DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-2DManpa1-3]DManpb1-4DGlcpNAcb1-4[DFucpa1-6]DGlcpNAcb1-"
"G50563ZO","DManpa1-6DManpa1-6[DXylfb1-2]DManpb1-4DGlcpNAcb1-4[LFucpa1-3]DGlcpNAcb1-"
"G50574GT","DGlcpa1-2DGlcpa1-6DGlcpa1-4DGlcpa1-"
"G50576GW","DGalpb1-4[LFucpa1-3]DGlcpNAcb1-3DGalpb1-4[LFucpa1-3]DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-3DGalpb1-3DGlcpb1-"
"G50608CI","LFucpa1-2DGalpb1-4DGalpNAca1-"
"G50619VO","LFucpa1-2DGalpb1-3[LFucpa1-4]DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-6[DGalpb1-4DGlcpNAcb1-3]DGalpNAca1-"
"G50624KG","DXylfb1-6DGlcpb1-"
"G50645ZL","DNeup5Aca2-8DNeup5Acb1-"
"G50706US","DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-2DManpa1-6[DGalpb1-3DGlcpNAcb1-4DManpa1-3]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G50730KL","DManpa1-3[DManpa1-6]DManpa1-6[DGlcpNAcb1-2DManpa1-3]DManpb1-4DGlcpNAcb1-4[LFucpa1-3]DGlcpNAcb1-"
"G50730SD","DGlcpb1-3DGalpNAcb1-"
"G50737AO","DManpa1-3DManpb1-3DGlcpNAcb1-4DGlcpNAcb1-"
"G50739TK","DNeup5Aca2-8DNeup5Aca2-3DGalpb1-3DGalpNAcb1-4[DNeup5Ac[9A]a2-8DNeup5Aca2-3]DGalpb1-4DGlcpb1-"
"G50755IT","DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-6[DGalpb1-3]DGalpNAca1-"
"G50774CV","DGalpb1-4DGlcpNAcb1-2[DGlcpNAcb1-4]DManpa1-3[DGalpb1-4DGlcpNAcb1-2[DGlcpNAcb1-6]DManpa1-6]DManpb1-4DGlcpNAcb1-4[DFucpa1-6]DGlcpNAcb1-"
"G50775RM","DGlcpa1-2DManpa1-2DManpa1-2DManpa1-3[DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G50779LX","DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2DManpa1-3[DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2DManpa1-6][DGlcpNAcb1-4]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G50782CE","LFucpa1-4DGalpa1-"
"G50792NR","DNeup5Aca2-3DGalpb1-3[DNeup5Aca2-6]DGlcpNAcb1-3DGalpb1-"
"G50813ST","DGalpNAcb1-4DGalpNAcb1-4DGlcpNAcb1-3DManpb1-4DGlcpb1-"
"G50850NI","DNeup5Aca1-"
"G50855DY","DGalpa1-3DGalpb1-3DGlcpNAcb1-3[DGlcpNAcb1-6]DGalpb1-"
"G50855RB","DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-6DGalpb1-"
"G50886AE","DGalpb1-3DGalpNAcb1-4[DNeup5Aca2-3]DGalpb1-"
"G50887TF","DNeup5Aca2-3DGalpb1-3[DNeup5Aca2-6][LFucpa1-4]DGlcpNAcb1-3DGalpb1-4DGlcpb1-"
"G50902RD","LFucpa1-2DGalp[6Me]b1-4DGlcpNAcb1-"
"G50905UI","DGlcpNAca1-4DGalpb1-4DGlcpNAcb1-3[LFucpa1-2DGalpb1-4DGlcpNAcb1-6]DGalpb1-3[LFucpa1-2DGalpb1-4DGlcpNAcb1-6]DGalpNAca1-"
"G50943ZX","DNeup5Aca2-6DGalpNAcb1-4DGlcpNAcb1-2DManpa1-3[DManpa1-6]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G50950LE","DNeup5Aca2-6DGalpb1-3DGalpNAcb1-3DGalpa1-3DGalpb1-4DGlcpb1-"
"G51012XH","LFucpa1-2DGalpb1-3[LFucpa1-2]DGalpa1-"
"G51020FB","DGalpb1-3[LFucpa1-4]DGlcpNAcb1-3[DGalpb1-4[LFucpa1-3]DGlcpNAcb1-6]DGalpb1-3DGlcpNAcb1-3DGalpb1-3DGalpNAca1-"
"G51034LA","DManpa1-2DManpa1-3[DManpa1-2DManpa1-6]DManpa1-6[DManpa1-2DManpa1-3]DManpb1-4DGlcpNAcb1-"
"G51045UG","DGalpNAca1-3DGalpb1-3/4DGlcpNAcb1-3[LFucpa1-2DGalpb1-3/4DGlcpNAcb1-6]DGalpb1-4DGlcpNAcb1-4DGalpNAcb1-3DGalpb1-4DGlcpb1-"
"G51050LD","DGalpb1-4[LFucpa1-3]DGlcpNAcb1-2[DGalpb1-4[LFucpa1-3]DGlcpNAcb1-6]DManpa1-6[DGalpb1-4[LFucpa1-3]DGlcpNAcb1-2DManpa1-3]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G51060EL","DRibpb1-"
"G51066TO","DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-2DManpa1-3[DGalpa1-3DGalpb1-4DGlcpNAcb1-2DManpa1-6][DGlcpNAcb1-4]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G51071LC","DGalpb1-3[DNeup5Acb2-6]DGalpNAcb1-"
"G51098AA","DGalp[3S]b1-4DGlcpNAcb1-2[DGalp[3S]b1-4DGlcpNAcb1-4]DManpa1-3[DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G51113GH","LFucpa1-3DGlcpa1-"
"G51114IJ","DGalpb1-3[LFucpa1-2]DGalpb1-3[LFucpa1-3DGlcpNAcb1-6]DGalpNAca1-"
"G51119RL","DManpa1-3DManpa1-2DManpa1-6[DManpa1-3]DManpa1-6[DManpa1-3DManpa1-2DManpa1-2DManpa1-3]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G51122PB","DGalpb1-4[LFucpa1-3]DGlcpNAcb1-2[DGlcpNAcb1-4]DManpa1-3[DGalpb1-4[LFucpa1-3]DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G51129KH","DGalpNAca1-3[LFucpa1-2]DGalpb1-4DGalpb1-3[DGlcpNAca1-3DGalpb1-6]DGalpb1-4DGlcpb1-"
"G51131QL","DGlcpNAcb1-4DGalpb1-4DGlcpNAcb1-"
"G51131QP","DGalpa1-3DGalpb1-4DGlcpNAcb1-3DGalpNAcb1-"
"G51140AE","DGalpNAca1-3[LFucpa1-2]DGalpb1-4DGlcpNAcb1-3[DGalpNAca1-3DGalpb1-4DGlcpNAcb1-6]DGalpb1-4DGlcpNAcb1-3DGalpNAca1-"
"G51162XR","DNeup5Aca2-3DGalpb1-3DGlcpNAcb1-3DGalpNAca1-"
"G51197ZR","DGalpNAca1-3DGalpNAcb1-3DGalpa1-3DGalpb1-4DGlcpb1-"
"G51208JJ","DManpa1-2DManpa1-3[DManpa1-2DManpa1-6]DManpa1-6[DGlcpa1-3DManpa1-2DManpa1-2DManpa1-3]DManpb1-4DGlcpNAcb1-"
"G51216JN","DGlcpNAca1-1DGlcpa1-"
"G51216ZQ","DNeup5Aca2-8DNeup5Aca2-8DNeup5Aca2-3DGalpb1-3DGalpNAcb1-4[DNeup5Aca2-8DNeup5Aca2-3]DGalpb1-4DGlcpb1-"
"G51233PL","DManpa1-3[DManpb1-6]DGlcpa1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G51247NH","DGalpa1-3[LFucpa1-2]DGalpb1-3/4DGlcpNAcb1-"
"G51264BB","DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2DManpa1-3[DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-"
"G51265ES","DGalpb1-4DGlcpNAcb1-2[DGalpb1-4DGlcpNAcb1-4]DManpa1-3/6[DGalpb1-4DGlcpNAcb1-2DManpa1-3/6]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G51340HW","LFucpa1-2DGalpb1-4DGlcpNAcb1-3[LFucpa1-2DGalpb1-4DGlcpNAcb1-6]DGalpNAcb1-"
"G51347YJ","DManpb1-3DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G51367TM","DGalpb1-4DGlcpNAcb1-2DManpa1-3[DManpa1-3DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G51378TN","DGalpb1-4DGlcpNAcb1-2[DGalpb1-4DGlcpNAcb1-4]DManpa1-3[DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4[DFucpa1-6]DGlcpNAcb1-"
"G51391PY","DGlcpa1-2DGlcpb1-3DGlcpa1-"
"G51403AG","DGalp[4Me]b1-3[LFucpa1-4]DGlcpNAcb1-"
"G51465XY","DGlcpNAcb1-6DGlcpa1-2DGlcpa1-"
"G51490BW","DGlcpNAcb1-2DManpa1-3[DGlcpNAcb1-4][DManpa1-6]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G51496XD","LFucpb1-2DGalpb1-"
"G51512RL","DManpb1-4DGalpb1-"
"G51535NO","LRhapb1-"
"G51562OR","DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-2[DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-6]DManpa1-6[DGalpb1-4DGlcpNAcb1-2[DGalpb1-4DGlcpNAcb1-4]DManpa1-3]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G51591NI","DGalpb1-4[LFucpa1-3]DGlcpNAca1-"
"G51624KI","DManpa1-2DManpa1-2DManpa1-3[DManpa1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G51646FM","DGalpb1-4[LFucpa1-3]DGlcpNAcb1-4DManpa1-6DManpb1-4DGlcpNAcb1-"
"G51649UG","DManpa1-2DManpa1-6[DManpa1-3]DManpa1-6[DManpa1-2DManpa1-3]DManpb1-4DGlcpNAca1-4DGlcpNAcb1-"
"G51661GQ","DGalpNAca1-3[LFucpa1-2]DGalpb1-3DGalpNAca1-3[LFucpa1-2]DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpb1-"
"G51699SI","DGalpNAcb1-3DGalpNAcb1-3DGalpa1-4DGalpb1-4DGlcpb1-"
"G51699UE","DGalpb1-4DGlcpNAcb1-6DManpa1-6[DManpa1-3]DManpb1-4DGlcpNAcb1-4[DFucpa1-6]DGlcpNAcb1-"
"G51707UA","DGalpNAcb1-4DGalpa1-3DGalpNAcb1-"
"G51715FH","DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-2DManpa1-3[DManpa1-3DManpa1-6]DManpb1-4DGlcpNAcb1-4[DFucpa1-6]DGlcpNAca1-"
"G51722JC","DManpb1-2DManpa1-2[DGlcpa1-3]DManpa1-2DManpa1-3DGlcpNAcb1-2DManpb1-2DManpa1-2[DGlcpa1-3]DManpa1-2DManpa1-3DGlcpNAcb1-"
"G51743KG","DGlcpNAcb1-2DManpa1-3[DGlcpNAcb1-2DManpa1-6]DManpa1-6[DNeup5Aca2-3/6DGalpb1-4DGlcpNAcb1-2DManpa1-3]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G51745ZL","DGalpNAcb1-3DGlcpb1-"
"G51768ZH","DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2[DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-6]DManpa1-3[DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-2[DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-4]DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G51778NN","DManpa1-4DManpa1-6[DManpb1-3]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G51785FW","DGlcpa1-6DGlcpa1-4DGlcpa1-4DGlcpa1-6DGlcpa1-4DGlcpa1-4DGlcpa1-"
"G51793MY","DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-2DManpa1-3[DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G51799AX","DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-2[DGalpb1-4DGlcpNAcb1-4]DManpa1-3[DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-6[DGalpb1-4DGlcpNAcb1-2]DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G51817XM","DXylpb1-4DGlcpAb1-"
